Episode: 0, step: 9, Pop: 7/5, Epsilon: 1.00, Mean Loss: 1.53, Median Loss: 1.53, Std Loss: 1.53, Mean Reward: 3.02, Median Reward: 2.00, Std Reward: 226.70
Episode: 278, step: 9, Pop: 4/5, Epsilon: 0.30, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 3.27, Median Reward: 2.00, Std Reward: 183.40
Episode: 279, step: 9, Pop: 9/5, Epsilon: 0.30, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 2.70, Median Reward: 2.00, Std Reward: 242.60
Episode: 280, step: 9, Pop: 8/5, Epsilon: 0.30, Mean Loss: 0.66, Median Loss: 0.66, Std Loss: 0.66, Mean Reward: 3.37, Median Reward: 2.00, Std Reward: 313.70
Episode: 281, step: 9, Pop: 8/5, Epsilon: 0.30, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: 2.36, Median Reward: 2.00, Std Reward: 207.70
Episode: 282, step: 9, Pop: 7/5, Epsilon: 0.30, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: 2.41, Median Reward: 2.00, Std Reward: 180.50
Episode: 283, step: 9, Pop: 8/5, Epsilon: 0.30, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 0.87, Median Reward: 2.00, Std Reward: 75.30
Episode: 284, step: 9, Pop: 6/5, Epsilon: 0.30, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: 0.83, Median Reward: 2.00, Std Reward: 59.60
Episode: 285, step: 9, Pop: 9/5, Epsilon: 0.30, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 1.40, Median Reward: 2.00, Std Reward: 130.00
Episode: 286, step: 9, Pop: 7/5, Epsilon: 0.30, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 0.32, Median Reward: 2.00, Std Reward: 24.60
Episode: 287, step: 9, Pop: 7/5, Epsilon: 0.29, Mean Loss: 0.96, Median Loss: 0.96, Std Loss: 0.96, Mean Reward: 1.53, Median Reward: 2.00, Std Reward: 116.20
Episode: 288, step: 9, Pop: 8/5, Epsilon: 0.29, Mean Loss: 0.79, Median Loss: 0.79, Std Loss: 0.79, Mean Reward: 2.93, Median Reward: 4.00, Std Reward: 254.80
Episode: 289, step: 9, Pop: 9/5, Epsilon: 0.29, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 0.97, Median Reward: 2.00, Std Reward: 87.30
Episode: 290, step: 9, Pop: 5/5, Epsilon: 0.29, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 0.80, Median Reward: 2.00, Std Reward: 58.90
Episode: 291, step: 9, Pop: 1/5, Epsilon: 0.29, Mean Loss: 0.93, Median Loss: 0.93, Std Loss: 0.93, Mean Reward: 0.83, Median Reward: 0.00, Std Reward: 48.00
Episode: 292, step: 9, Pop: 7/5, Epsilon: 0.29, Mean Loss: 0.78, Median Loss: 0.78, Std Loss: 0.78, Mean Reward: 2.45, Median Reward: 2.00, Std Reward: 206.00
Episode: 293, step: 9, Pop: 6/5, Epsilon: 0.29, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: 1.58, Median Reward: 2.00, Std Reward: 124.90
Episode: 294, step: 9, Pop: 9/5, Epsilon: 0.29, Mean Loss: 0.47, Median Loss: 0.47, Std Loss: 0.47, Mean Reward: 1.02, Median Reward: 2.00, Std Reward: 91.50
Episode: 295, step: 9, Pop: 9/5, Epsilon: 0.28, Mean Loss: 0.79, Median Loss: 0.79, Std Loss: 0.79, Mean Reward: 0.19, Median Reward: 2.00, Std Reward: 17.00
Episode: 296, step: 9, Pop: 8/5, Epsilon: 0.28, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: 2.35, Median Reward: 4.00, Std Reward: 197.50
Episode: 297, step: 9, Pop: 9/5, Epsilon: 0.28, Mean Loss: 0.33, Median Loss: 0.33, Std Loss: 0.33, Mean Reward: 1.75, Median Reward: 2.00, Std Reward: 157.90
Episode: 298, step: 9, Pop: 7/5, Epsilon: 0.28, Mean Loss: 0.52, Median Loss: 0.52, Std Loss: 0.52, Mean Reward: 2.08, Median Reward: 2.00, Std Reward: 176.70
Episode: 299, step: 9, Pop: 7/5, Epsilon: 0.28, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: 0.19, Median Reward: 2.00, Std Reward: 16.70
Episode: 300, step: 9, Pop: 7/5, Epsilon: 0.28, Mean Loss: 0.88, Median Loss: 0.88, Std Loss: 0.88, Mean Reward: 4.68, Median Reward: 2.00, Std Reward: 384.00
Episode: 301, step: 9, Pop: 8/5, Epsilon: 0.28, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 1.44, Median Reward: 2.00, Std Reward: 122.00
Episode: 302, step: 9, Pop: 7/5, Epsilon: 0.28, Mean Loss: 0.90, Median Loss: 0.90, Std Loss: 0.90, Mean Reward: 0.61, Median Reward: 2.00, Std Reward: 47.60
Episode: 303, step: 9, Pop: 9/5, Epsilon: 0.27, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: 2.70, Median Reward: 2.00, Std Reward: 245.30
Episode: 304, step: 9, Pop: 4/5, Epsilon: 0.27, Mean Loss: 1.10, Median Loss: 1.10, Std Loss: 1.10, Mean Reward: -4.67, Median Reward: -8.00, Std Reward: -252.00
Episode: 305, step: 9, Pop: 7/5, Epsilon: 0.27, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 2.19, Median Reward: 2.00, Std Reward: 181.40
Episode: 306, step: 9, Pop: 7/5, Epsilon: 0.27, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: 2.67, Median Reward: 2.00, Std Reward: 235.00
Episode: 307, step: 9, Pop: 8/5, Epsilon: 0.27, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: 0.32, Median Reward: 2.00, Std Reward: 28.10
Episode: 308, step: 9, Pop: 6/5, Epsilon: 0.27, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: 2.01, Median Reward: 2.00, Std Reward: 152.90
Episode: 309, step: 9, Pop: 9/5, Epsilon: 0.27, Mean Loss: 0.45, Median Loss: 0.45, Std Loss: 0.45, Mean Reward: 2.70, Median Reward: 2.00, Std Reward: 245.30
Episode: 310, step: 9, Pop: 7/5, Epsilon: 0.27, Mean Loss: 0.42, Median Loss: 0.42, Std Loss: 0.42, Mean Reward: 2.03, Median Reward: 2.00, Std Reward: 178.90
Episode: 311, step: 9, Pop: 8/5, Epsilon: 0.27, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: 3.07, Median Reward: 2.00, Std Reward: 273.00
Episode: 312, step: 9, Pop: 4/5, Epsilon: 0.27, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 2.70, Median Reward: 2.00, Std Reward: 189.00
Episode: 313, step: 9, Pop: 8/5, Epsilon: 0.26, Mean Loss: 0.88, Median Loss: 0.88, Std Loss: 0.88, Mean Reward: 4.02, Median Reward: 4.00, Std Reward: 325.90
Episode: 314, step: 9, Pop: 8/5, Epsilon: 0.26, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: 3.09, Median Reward: 2.00, Std Reward: 271.60
Episode: 315, step: 9, Pop: 6/5, Epsilon: 0.26, Mean Loss: 0.51, Median Loss: 0.51, Std Loss: 0.51, Mean Reward: 2.07, Median Reward: 2.00, Std Reward: 139.00
Episode: 316, step: 9, Pop: 7/5, Epsilon: 0.26, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: 0.55, Median Reward: 2.00, Std Reward: 43.40
Episode: 317, step: 9, Pop: 9/5, Epsilon: 0.26, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: 1.55, Median Reward: 2.00, Std Reward: 150.80
Episode: 318, step: 9, Pop: 6/5, Epsilon: 0.26, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 3.66, Median Reward: 4.00, Std Reward: 311.50
Episode: 319, step: 9, Pop: 5/5, Epsilon: 0.26, Mean Loss: 0.83, Median Loss: 0.83, Std Loss: 0.83, Mean Reward: 1.59, Median Reward: 2.00, Std Reward: 108.20
Episode: 320, step: 9, Pop: 6/5, Epsilon: 0.26, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: 3.40, Median Reward: 2.00, Std Reward: 237.70
Episode: 321, step: 9, Pop: 9/5, Epsilon: 0.26, Mean Loss: 0.51, Median Loss: 0.51, Std Loss: 0.51, Mean Reward: 1.29, Median Reward: 2.00, Std Reward: 124.00
Episode: 322, step: 9, Pop: 8/5, Epsilon: 0.25, Mean Loss: 0.93, Median Loss: 0.93, Std Loss: 0.93, Mean Reward: 4.48, Median Reward: 4.00, Std Reward: 367.10
Episode: 323, step: 9, Pop: 5/5, Epsilon: 0.25, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: 2.93, Median Reward: 2.00, Std Reward: 167.00
Episode: 324, step: 9, Pop: 4/5, Epsilon: 0.25, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: 0.28, Median Reward: 2.00, Std Reward: 20.00
Episode: 325, step: 9, Pop: 5/5, Epsilon: 0.25, Mean Loss: 0.93, Median Loss: 0.93, Std Loss: 0.93, Mean Reward: 1.90, Median Reward: 2.00, Std Reward: 129.40
Episode: 326, step: 9, Pop: 6/5, Epsilon: 0.25, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 1.56, Median Reward: 2.00, Std Reward: 125.00
Episode: 327, step: 9, Pop: 7/5, Epsilon: 0.25, Mean Loss: 0.92, Median Loss: 0.92, Std Loss: 0.92, Mean Reward: 1.48, Median Reward: 2.00, Std Reward: 112.50
Episode: 328, step: 9, Pop: 8/5, Epsilon: 0.25, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: 0.33, Median Reward: 2.00, Std Reward: 29.30
Episode: 329, step: 9, Pop: 7/5, Epsilon: 0.25, Mean Loss: 0.90, Median Loss: 0.90, Std Loss: 0.90, Mean Reward: 1.28, Median Reward: 2.00, Std Reward: 102.70
Episode: 330, step: 9, Pop: 7/5, Epsilon: 0.25, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: 3.07, Median Reward: 2.00, Std Reward: 267.30
Episode: 331, step: 9, Pop: 7/5, Epsilon: 0.24, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 3.43, Median Reward: 4.00, Std Reward: 288.30
Episode: 332, step: 9, Pop: 7/5, Epsilon: 0.24, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: 0.47, Median Reward: 2.00, Std Reward: 38.40
Episode: 333, step: 9, Pop: 9/5, Epsilon: 0.24, Mean Loss: 0.78, Median Loss: 0.78, Std Loss: 0.78, Mean Reward: 1.36, Median Reward: 2.00, Std Reward: 126.30
Episode: 334, step: 9, Pop: 6/5, Epsilon: 0.24, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 4.18, Median Reward: 3.00, Std Reward: 326.00
Episode: 335, step: 9, Pop: 6/5, Epsilon: 0.24, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: 0.46, Median Reward: 2.00, Std Reward: 35.50
Episode: 336, step: 9, Pop: 9/5, Epsilon: 0.24, Mean Loss: 0.89, Median Loss: 0.89, Std Loss: 0.89, Mean Reward: 3.09, Median Reward: 2.00, Std Reward: 278.50
Episode: 337, step: 9, Pop: 6/5, Epsilon: 0.24, Mean Loss: 0.92, Median Loss: 0.92, Std Loss: 0.92, Mean Reward: 2.55, Median Reward: 2.00, Std Reward: 224.40
Episode: 338, step: 9, Pop: 6/5, Epsilon: 0.24, Mean Loss: 0.88, Median Loss: 0.88, Std Loss: 0.88, Mean Reward: 2.80, Median Reward: 2.00, Std Reward: 232.30
Episode: 339, step: 9, Pop: 7/5, Epsilon: 0.24, Mean Loss: 0.93, Median Loss: 0.93, Std Loss: 0.93, Mean Reward: 2.78, Median Reward: 2.00, Std Reward: 247.00
Episode: 340, step: 9, Pop: 8/5, Epsilon: 0.24, Mean Loss: 0.85, Median Loss: 0.85, Std Loss: 0.85, Mean Reward: 4.08, Median Reward: 4.00, Std Reward: 363.10
Episode: 341, step: 9, Pop: 3/5, Epsilon: 0.23, Mean Loss: 0.48, Median Loss: 0.48, Std Loss: 0.48, Mean Reward: 1.00, Median Reward: 0.00, Std Reward: 63.70
Episode: 342, step: 9, Pop: 7/5, Epsilon: 0.23, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: 0.92, Median Reward: 2.00, Std Reward: 78.10
Episode: 343, step: 9, Pop: 7/5, Epsilon: 0.23, Mean Loss: 0.78, Median Loss: 0.78, Std Loss: 0.78, Mean Reward: 2.34, Median Reward: 2.00, Std Reward: 215.60
Episode: 344, step: 9, Pop: 6/5, Epsilon: 0.23, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 2.37, Median Reward: 2.00, Std Reward: 158.50
Episode: 345, step: 9, Pop: 4/5, Epsilon: 0.23, Mean Loss: 0.96, Median Loss: 0.96, Std Loss: 0.96, Mean Reward: 2.57, Median Reward: 2.00, Std Reward: 144.10
Episode: 346, step: 9, Pop: 8/5, Epsilon: 0.23, Mean Loss: 1.08, Median Loss: 1.08, Std Loss: 1.08, Mean Reward: 0.41, Median Reward: 1.00, Std Reward: 37.30
Episode: 347, step: 9, Pop: 7/5, Epsilon: 0.23, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: 3.74, Median Reward: 3.00, Std Reward: 291.60
Episode: 348, step: 9, Pop: 8/5, Epsilon: 0.23, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: 2.50, Median Reward: 4.00, Std Reward: 220.00
Episode: 349, step: 9, Pop: 7/5, Epsilon: 0.23, Mean Loss: 0.84, Median Loss: 0.84, Std Loss: 0.84, Mean Reward: 0.67, Median Reward: 2.00, Std Reward: 48.50
Episode: 350, step: 9, Pop: 5/5, Epsilon: 0.23, Mean Loss: 0.39, Median Loss: 0.39, Std Loss: 0.39, Mean Reward: 0.30, Median Reward: 2.00, Std Reward: 24.10
Episode: 351, step: 9, Pop: 7/5, Epsilon: 0.23, Mean Loss: 0.93, Median Loss: 0.93, Std Loss: 0.93, Mean Reward: 2.17, Median Reward: 2.00, Std Reward: 201.90
Episode: 352, step: 9, Pop: 6/5, Epsilon: 0.22, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 1.08, Median Reward: 2.00, Std Reward: 77.40
Episode: 353, step: 9, Pop: 6/5, Epsilon: 0.22, Mean Loss: 0.95, Median Loss: 0.95, Std Loss: 0.95, Mean Reward: 0.43, Median Reward: 2.00, Std Reward: 29.00
Episode: 354, step: 9, Pop: 6/5, Epsilon: 0.22, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: 1.11, Median Reward: 0.00, Std Reward: 81.30
Episode: 355, step: 9, Pop: 6/5, Epsilon: 0.22, Mean Loss: 0.90, Median Loss: 0.90, Std Loss: 0.90, Mean Reward: 1.14, Median Reward: 2.00, Std Reward: 79.00
Episode: 356, step: 9, Pop: 6/5, Epsilon: 0.22, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: 2.84, Median Reward: 2.00, Std Reward: 207.40
Episode: 357, step: 9, Pop: 9/5, Epsilon: 0.22, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 3.48, Median Reward: 2.00, Std Reward: 327.50
Episode: 358, step: 9, Pop: 5/5, Epsilon: 0.22, Mean Loss: 0.98, Median Loss: 0.98, Std Loss: 0.98, Mean Reward: 0.61, Median Reward: 1.00, Std Reward: 45.00
Episode: 359, step: 9, Pop: 9/5, Epsilon: 0.22, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: 4.15, Median Reward: 4.00, Std Reward: 386.00
Episode: 360, step: 9, Pop: 7/5, Epsilon: 0.22, Mean Loss: 0.84, Median Loss: 0.84, Std Loss: 0.84, Mean Reward: 1.98, Median Reward: 2.00, Std Reward: 160.30
Episode: 361, step: 9, Pop: 5/5, Epsilon: 0.22, Mean Loss: 0.78, Median Loss: 0.78, Std Loss: 0.78, Mean Reward: 2.69, Median Reward: 2.00, Std Reward: 182.90
Episode: 362, step: 9, Pop: 5/5, Epsilon: 0.22, Mean Loss: 0.92, Median Loss: 0.92, Std Loss: 0.92, Mean Reward: 3.67, Median Reward: 2.00, Std Reward: 282.70
Episode: 363, step: 9, Pop: 5/5, Epsilon: 0.21, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: 1.05, Median Reward: 2.00, Std Reward: 81.90
Episode: 364, step: 9, Pop: 6/5, Epsilon: 0.21, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 4.42, Median Reward: 3.00, Std Reward: 371.50
Episode: 365, step: 9, Pop: 7/5, Epsilon: 0.21, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 1.32, Median Reward: 2.00, Std Reward: 101.30
Episode: 366, step: 9, Pop: 5/5, Epsilon: 0.21, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: 3.76, Median Reward: 2.00, Std Reward: 252.00
Episode: 367, step: 9, Pop: 7/5, Epsilon: 0.21, Mean Loss: 0.93, Median Loss: 0.93, Std Loss: 0.93, Mean Reward: 3.59, Median Reward: 2.00, Std Reward: 283.60
Episode: 368, step: 9, Pop: 8/5, Epsilon: 0.21, Mean Loss: 0.82, Median Loss: 0.82, Std Loss: 0.82, Mean Reward: 1.29, Median Reward: 2.00, Std Reward: 106.80
Episode: 369, step: 9, Pop: 7/5, Epsilon: 0.21, Mean Loss: 0.89, Median Loss: 0.89, Std Loss: 0.89, Mean Reward: 2.54, Median Reward: 4.00, Std Reward: 216.00
Episode: 370, step: 9, Pop: 8/5, Epsilon: 0.21, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: 1.18, Median Reward: 2.00, Std Reward: 96.70
Episode: 371, step: 9, Pop: 8/5, Epsilon: 0.21, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 1.47, Median Reward: 2.00, Std Reward: 124.90
Episode: 372, step: 9, Pop: 4/5, Epsilon: 0.21, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: 3.08, Median Reward: 2.00, Std Reward: 212.80
Episode: 373, step: 9, Pop: 8/5, Epsilon: 0.21, Mean Loss: 0.50, Median Loss: 0.50, Std Loss: 0.50, Mean Reward: 5.86, Median Reward: 4.00, Std Reward: 515.50
Episode: 374, step: 9, Pop: 8/5, Epsilon: 0.20, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: 1.60, Median Reward: 2.00, Std Reward: 146.00
Episode: 375, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: 2.72, Median Reward: 2.00, Std Reward: 209.20
Episode: 376, step: 9, Pop: 9/5, Epsilon: 0.20, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 2.60, Median Reward: 3.00, Std Reward: 259.90
Episode: 377, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 0.92, Median Loss: 0.92, Std Loss: 0.92, Mean Reward: 3.51, Median Reward: 2.00, Std Reward: 326.80
Episode: 378, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 3.86, Median Reward: 2.00, Std Reward: 316.90
Episode: 379, step: 9, Pop: 6/5, Epsilon: 0.20, Mean Loss: 0.45, Median Loss: 0.45, Std Loss: 0.45, Mean Reward: 2.45, Median Reward: 2.00, Std Reward: 198.70
Episode: 380, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 0.55, Median Reward: 2.00, Std Reward: 48.00
Episode: 381, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 1.89, Median Reward: 2.00, Std Reward: 157.00
Episode: 382, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 2.97, Median Reward: 2.00, Std Reward: 234.90
Episode: 383, step: 9, Pop: 4/5, Epsilon: 0.20, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 0.23, Median Reward: 2.00, Std Reward: 19.00
Episode: 384, step: 9, Pop: 9/5, Epsilon: 0.20, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: 3.68, Median Reward: 4.00, Std Reward: 334.90
Episode: 385, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 0.63, Median Loss: 0.63, Std Loss: 0.63, Mean Reward: 4.82, Median Reward: 4.00, Std Reward: 390.10
Episode: 386, step: 9, Pop: 4/5, Epsilon: 0.19, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: 3.33, Median Reward: 2.00, Std Reward: 226.40
Episode: 387, step: 9, Pop: 7/5, Epsilon: 0.19, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: 1.02, Median Reward: 0.00, Std Reward: 94.20
Episode: 388, step: 9, Pop: 8/5, Epsilon: 0.19, Mean Loss: 0.79, Median Loss: 0.79, Std Loss: 0.79, Mean Reward: 2.60, Median Reward: 2.00, Std Reward: 231.60
Episode: 389, step: 9, Pop: 6/5, Epsilon: 0.19, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 1.39, Median Reward: 2.00, Std Reward: 116.40
Episode: 390, step: 9, Pop: 5/5, Epsilon: 0.19, Mean Loss: 0.95, Median Loss: 0.95, Std Loss: 0.95, Mean Reward: 1.78, Median Reward: 2.00, Std Reward: 144.30
Episode: 391, step: 9, Pop: 6/5, Epsilon: 0.19, Mean Loss: 0.78, Median Loss: 0.78, Std Loss: 0.78, Mean Reward: 4.28, Median Reward: 2.00, Std Reward: 308.10
Episode: 392, step: 9, Pop: 7/5, Epsilon: 0.19, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: 2.02, Median Reward: 2.00, Std Reward: 159.80
Episode: 393, step: 9, Pop: 8/5, Epsilon: 0.19, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 4.55, Median Reward: 4.00, Std Reward: 386.60
Episode: 394, step: 9, Pop: 2/5, Epsilon: 0.19, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: 1.99, Median Reward: 2.00, Std Reward: 87.40
Episode: 395, step: 9, Pop: 5/5, Epsilon: 0.19, Mean Loss: 0.42, Median Loss: 0.42, Std Loss: 0.42, Mean Reward: 2.92, Median Reward: 2.00, Std Reward: 207.60
Episode: 396, step: 9, Pop: 8/5, Epsilon: 0.19, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 0.14, Median Reward: 1.00, Std Reward: 13.20
Episode: 397, step: 9, Pop: 8/5, Epsilon: 0.19, Mean Loss: 0.87, Median Loss: 0.87, Std Loss: 0.87, Mean Reward: 1.97, Median Reward: 2.00, Std Reward: 179.70
Episode: 398, step: 9, Pop: 6/5, Epsilon: 0.19, Mean Loss: 1.00, Median Loss: 1.00, Std Loss: 1.00, Mean Reward: 4.31, Median Reward: 2.00, Std Reward: 323.50
Episode: 399, step: 9, Pop: 4/5, Epsilon: 0.18, Mean Loss: 0.93, Median Loss: 0.93, Std Loss: 0.93, Mean Reward: 2.24, Median Reward: 2.00, Std Reward: 150.00
Episode: 400, step: 9, Pop: 7/5, Epsilon: 0.18, Mean Loss: 0.88, Median Loss: 0.88, Std Loss: 0.88, Mean Reward: 2.75, Median Reward: 2.00, Std Reward: 231.10
Episode: 401, step: 9, Pop: 9/5, Epsilon: 0.18, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: 0.72, Median Reward: 2.00, Std Reward: 64.90
Episode: 402, step: 9, Pop: 6/5, Epsilon: 0.18, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: 1.33, Median Reward: 2.00, Std Reward: 93.10
Episode: 403, step: 9, Pop: 8/5, Epsilon: 0.18, Mean Loss: 1.02, Median Loss: 1.02, Std Loss: 1.02, Mean Reward: 3.50, Median Reward: 2.00, Std Reward: 315.40
Episode: 404, step: 9, Pop: 7/5, Epsilon: 0.18, Mean Loss: 0.97, Median Loss: 0.97, Std Loss: 0.97, Mean Reward: 1.42, Median Reward: 2.00, Std Reward: 116.40
Episode: 405, step: 9, Pop: 8/5, Epsilon: 0.18, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: 1.97, Median Reward: 2.00, Std Reward: 157.40
Episode: 406, step: 9, Pop: 7/5, Epsilon: 0.18, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 2.74, Median Reward: 2.00, Std Reward: 224.30
Episode: 407, step: 9, Pop: 5/5, Epsilon: 0.18, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: 1.44, Median Reward: 2.00, Std Reward: 114.90
Episode: 408, step: 9, Pop: 8/5, Epsilon: 0.18, Mean Loss: 0.53, Median Loss: 0.53, Std Loss: 0.53, Mean Reward: 3.24, Median Reward: 2.00, Std Reward: 268.90
Episode: 409, step: 9, Pop: 8/5, Epsilon: 0.18, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 3.77, Median Reward: 2.00, Std Reward: 324.40
Episode: 410, step: 9, Pop: 3/5, Epsilon: 0.18, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 1.60, Median Reward: 2.00, Std Reward: 83.00
Episode: 411, step: 9, Pop: 6/5, Epsilon: 0.18, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: 2.59, Median Reward: 4.00, Std Reward: 199.20
Episode: 412, step: 9, Pop: 7/5, Epsilon: 0.18, Mean Loss: 0.35, Median Loss: 0.35, Std Loss: 0.35, Mean Reward: 3.48, Median Reward: 2.00, Std Reward: 292.60
Episode: 413, step: 9, Pop: 7/5, Epsilon: 0.17, Mean Loss: 0.78, Median Loss: 0.78, Std Loss: 0.78, Mean Reward: 2.11, Median Reward: 2.00, Std Reward: 183.70
Episode: 414, step: 9, Pop: 4/5, Epsilon: 0.17, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 4.34, Median Reward: 4.00, Std Reward: 273.30
Episode: 415, step: 9, Pop: 8/5, Epsilon: 0.17, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: 2.64, Median Reward: 2.00, Std Reward: 227.00
Episode: 416, step: 9, Pop: 8/5, Epsilon: 0.17, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 2.23, Median Reward: 2.00, Std Reward: 194.00
